customer_id,age,gender,country,annual_income,spending_score,num_purchases,avg_purchase_value,membership_years,churned,Historical_LTV,Predictive_LTV,Cluster,Segment_Name
1381,37,Female,Brazil,28529,82,29,42.76,9,0,1240.04,1264.0570846075434,2.0,New / Low Engagement
1382,21,Male,USA,101091,90,17,48.72,1,0,828.24,7598.532110091744,1.0,Champions / Top Spenders
1383,55,Female,Canada,56571,7,12,38.83,4,0,465.96,1068.7155963302753,3.0,Loyal Customers
1384,43,Female,Japan,82921,77,15,49.01,1,0,735.15,6744.495412844037,2.0,New / Low Engagement
1385,40,Female,UK,137625,98,29,63.18,6,0,1832.22,2801.559633027523,2.0,New / Low Engagement
1386,33,Female,India,60306,39,18,44.93,6,0,808.74,1236.6055045871558,0.0,At Risk Customers
1387,49,Male,India,77552,62,39,46.15,14,0,1799.85,1179.4560943643512,0.0,At Risk Customers
1388,27,Female,USA,143292,22,26,44.85,8,0,1166.1000000000001,1337.270642201835,0.0,At Risk Customers
1389,46,Female,Germany,89722,81,34,53.26,11,0,1810.84,1510.2919099249375,3.0,Loyal Customers
1390,22,Male,France,34384,92,11,54.65,0,0,601.15,5515.137614678899,0.0,At Risk Customers
1391,59,Female,Japan,176013,90,23,81.97,3,0,1885.31,5765.474006116208,3.0,Loyal Customers
1392,24,Female,USA,134416,6,15,47.94,4,0,719.0999999999999,1649.3119266055044,1.0,Champions / Top Spenders
1393,70,Female,India,29490,35,4,42.43,0,1,169.72,1557.0642201834862,0.0,At Risk Customers
1394,65,Male,Germany,105030,96,45,51.21,15,0,2304.45,1409.4495412844037,1.0,Champions / Top Spenders
1395,18,Male,India,44397,93,11,40.09,0,0,440.99,4045.7798165137615,0.0,At Risk Customers
1396,58,Female,India,86154,30,31,46.24,11,0,1433.44,1195.5296080066723,3.0,Loyal Customers
1397,54,Female,India,45058,78,12,42.16,1,0,505.91999999999996,4641.467889908256,1.0,Champions / Top Spenders
1398,70,Male,France,83036,28,10,34.47,2,0,344.7,1581.1926605504586,0.0,At Risk Customers
1399,43,Female,Australia,136144,3,36,38.51,14,1,1386.36,908.4927916120577,0.0,At Risk Customers
1400,45,Male,Germany,69104,8,36,40.39,15,0,1454.04,889.3211009174312,3.0,Loyal Customers
1401,68,Male,USA,156686,37,18,66.36,2,0,1194.48,5479.266055045871,0.0,At Risk Customers
1402,66,Female,USA,156811,55,33,61.26,9,0,2021.58,2060.733944954128,2.0,New / Low Engagement
1403,69,Male,India,76890,99,15,62.06,0,0,930.9000000000001,8540.366972477064,0.0,At Risk Customers
1404,30,Female,USA,114017,10,27,46.8,10,1,1263.6,1159.2660550458716,0.0,At Risk Customers
1405,43,Male,Brazil,27170,95,34,36.03,12,0,1225.02,936.559633027523,0.0,At Risk Customers
1406,42,Female,Canada,134494,79,29,71.34,7,0,2068.86,2711.4809960681528,0.0,At Risk Customers
1407,32,Female,Brazil,70169,96,33,59.08,10,0,1949.6399999999999,1788.6605504587153,1.0,Champions / Top Spenders
1408,28,Female,India,43168,4,16,21.09,7,0,337.44,442.25425950196586,3.0,Loyal Customers
1409,18,Male,Germany,129738,44,13,64.51,0,0,838.6300000000001,7693.8532110091755,1.0,Champions / Top Spenders
1410,19,Female,Germany,146837,2,8,58.23,0,1,465.84,4273.761467889908,0.0,At Risk Customers
1411,60,Female,India,55749,49,28,48.32,9,0,1352.96,1379.164118246687,0.0,At Risk Customers
1412,54,Female,USA,162928,11,29,47.07,10,0,1365.03,1252.321100917431,0.0,At Risk Customers
1413,45,Male,Japan,84369,89,38,57.97,12,0,2202.86,1684.14373088685,0.0,At Risk Customers
1414,28,Female,UK,127997,62,24,55.6,5,1,1334.4,2448.440366972477,3.0,Loyal Customers
1415,54,Female,USA,129939,61,18,64.84,2,0,1167.1200000000001,5353.761467889909,0.0,At Risk Customers
1416,27,Male,Japan,83376,41,24,43.94,7,0,1054.56,1382.1231979030144,0.0,At Risk Customers
1417,68,Female,India,41910,67,24,49.64,7,0,1191.3600000000001,1561.4154652686764,3.0,Loyal Customers
1418,19,Female,France,71412,77,12,47.29,0,0,567.48,5206.238532110092,0.0,At Risk Customers
1419,35,Female,USA,66291,53,34,45.69,12,0,1553.46,1187.6605504587158,3.0,Loyal Customers
1420,56,Female,India,44628,52,12,43.02,1,0,516.24,4736.146788990825,3.0,Loyal Customers
1421,19,Female,India,57056,100,13,54.9,0,0,713.6999999999999,6547.706422018348,2.0,New / Low Engagement
1422,59,Female,USA,139606,55,18,66.06,2,0,1189.08,5454.495412844037,3.0,Loyal Customers
1423,21,Male,USA,125129,49,20,60.08,3,0,1201.6,3674.617737003058,0.0,At Risk Customers
1424,65,Male,France,64912,88,29,43.64,8,0,1265.56,1451.3302752293578,0.0,At Risk Customers
1425,42,Female,India,58739,53,38,44.37,14,0,1686.06,1104.8885976408912,2.0,New / Low Engagement
1426,34,Male,USA,68783,82,32,56.02,11,0,1792.64,1495.1125938281903,0.0,At Risk Customers
1427,68,Male,Germany,77449,86,34,49.85,11,0,1694.9,1413.5946622185156,0.0,At Risk Customers
1428,22,Female,Canada,133270,66,23,56.77,4,0,1305.71,2994.7477064220184,3.0,Loyal Customers
1429,67,Male,USA,175442,8,13,58.46,1,1,759.98,6972.293577981652,0.0,At Risk Customers
1430,66,Male,USA,65594,59,35,52.77,12,0,1846.95,1412.0412844036696,3.0,Loyal Customers
1431,31,Male,USA,93022,44,23,42.81,6,0,984.6300000000001,1505.5504587155965,0.0,At Risk Customers
1432,55,Female,UK,131263,97,41,56.47,12,0,2315.27,1770.0840978593271,1.0,Champions / Top Spenders
1433,20,Female,Canada,149179,18,11,46.11,1,0,507.21,4653.302752293578,3.0,Loyal Customers
1434,19,Male,Germany,90707,69,13,51.92,0,0,674.96,6192.293577981652,3.0,Loyal Customers
1435,69,Female,India,88848,87,19,51.81,3,0,984.3900000000001,3010.3669724770643,0.0,At Risk Customers
1436,46,Female,Australia,89007,71,27,60.54,7,0,1634.58,2142.3066841415466,3.0,Loyal Customers
1437,65,Male,USA,141111,25,21,51.16,6,0,1074.36,1642.7522935779816,0.0,At Risk Customers
1438,48,Male,Brazil,83836,62,37,49.21,13,0,1820.77,1284.9470712773464,0.0,At Risk Customers
1439,45,Male,France,64851,47,26,39.56,9,0,1028.56,1048.481141692151,0.0,At Risk Customers
1440,56,Male,Canada,160236,32,32,63.04,11,1,2017.28,1682.468723936614,0.0,At Risk Customers
1441,70,Female,USA,167155,84,22,71.81,2,0,1579.8200000000002,7246.880733944955,1.0,Champions / Top Spenders
1442,21,Male,Brazil,23415,4,8,32.83,3,0,262.64,803.1804281345565,2.0,New / Low Engagement
1443,45,Male,Germany,128121,97,38,61.36,11,0,2331.68,1944.6872393661383,2.0,New / Low Engagement
1444,62,Male,Canada,165518,15,36,48.01,13,0,1728.36,1219.7318278052223,3.0,Loyal Customers
1445,68,Female,India,92814,67,20,44.15,4,0,883.0,2025.2293577981652,2.0,New / Low Engagement
1446,23,Female,South Africa,54648,39,12,42.92,3,0,515.04,1575.045871559633,0.0,At Risk Customers
1447,59,Male,UK,141627,92,47,61.37,15,0,2884.39,1764.1529051987768,0.0,At Risk Customers
1448,44,Female,USA,51756,66,26,39.29,7,0,1021.54,1338.8466579292267,2.0,New / Low Engagement
1449,34,Female,Brazil,56491,58,26,38.67,8,0,1005.4200000000001,1153.0045871559635,2.0,New / Low Engagement
1450,35,Female,India,43502,3,22,21.6,10,0,475.20000000000005,435.96330275229366,0.0,At Risk Customers
1451,69,Male,UK,50649,83,31,45.95,10,0,1424.45,1306.8348623853212,2.0,New / Low Engagement
1452,21,Female,Brazil,31730,100,16,56.06,2,0,896.96,4114.495412844037,3.0,Loyal Customers
1453,55,Female,Germany,147146,91,17,71.02,1,0,1207.34,11076.51376146789,0.0,At Risk Customers
1454,52,Female,Canada,159280,98,29,75.54,6,0,2190.6600000000003,3349.633027522936,3.0,Loyal Customers
1455,18,Female,India,23106,99,13,49.86,0,0,648.18,5946.605504587155,1.0,Champions / Top Spenders
1456,21,Female,Brazil,64168,7,3,41.13,0,0,123.39000000000001,1132.0183486238534,2.0,New / Low Engagement
1457,25,Female,UK,80607,77,17,44.64,3,0,758.88,2320.7339449541287,3.0,Loyal Customers
1458,49,Female,India,94160,39,18,45.21,5,0,813.78,1493.1743119266055,0.0,At Risk Customers
1459,68,Female,Canada,76616,76,41,41.14,15,0,1686.74,1031.645259938838,3.0,Loyal Customers
1460,51,Male,France,32286,83,18,35.32,3,0,635.76,1944.2201834862387,1.0,Champions / Top Spenders
1461,40,Female,India,23293,16,14,26.58,5,1,372.12,682.788990825688,3.0,Loyal Customers
1462,28,Male,India,24831,24,13,39.58,5,1,514.54,944.1100917431193,0.0,At Risk Customers
1463,68,Male,Germany,152985,22,29,61.4,9,0,1780.6,1815.0866462793067,2.0,New / Low Engagement
1464,65,Female,Canada,60262,94,42,44.87,15,0,1884.54,1152.623853211009,2.0,New / Low Engagement
1465,43,Female,Australia,146862,26,25,61.89,8,0,1547.25,1774.369266055046,0.0,At Risk Customers
1466,43,Male,USA,99485,46,28,42.55,9,0,1191.3999999999999,1214.4750254841997,3.0,Loyal Customers
1467,33,Male,Brazil,79476,21,23,42.26,9,0,971.9799999999999,990.8053007135576,3.0,Loyal Customers
1468,26,Male,Canada,128118,42,11,49.69,0,1,546.5899999999999,5014.587155963302,0.0,At Risk Customers
1469,61,Male,UK,48286,52,30,49.32,11,0,1479.6,1234.0283569641367,3.0,Loyal Customers
1470,28,Male,Canada,129896,27,12,43.08,1,0,516.96,4742.752293577982,3.0,Loyal Customers
1471,39,Male,UK,124110,18,17,45.08,5,0,766.36,1406.1651376146788,2.0,New / Low Engagement
1472,58,Male,Germany,85038,45,37,44.53,14,0,1647.6100000000001,1079.6920052424641,0.0,At Risk Customers
1473,36,Male,Australia,145672,14,38,55.63,15,0,2113.94,1292.9296636085628,3.0,Loyal Customers
1474,19,Female,France,75447,90,13,43.9,0,1,570.6999999999999,5235.779816513761,3.0,Loyal Customers
1475,18,Male,USA,103432,82,12,57.88,0,1,694.5600000000001,6372.1100917431195,2.0,New / Low Engagement
1476,70,Male,UK,168301,14,28,65.11,9,0,1823.08,1858.3893985728846,1.0,Champions / Top Spenders
1477,63,Male,India,35704,20,14,21.63,4,0,302.82,694.5412844036697,1.0,Champions / Top Spenders
1478,18,Male,Australia,60821,43,6,42.93,0,0,257.58,2363.119266055046,0.0,At Risk Customers
1479,55,Female,France,54700,51,28,35.03,9,0,980.84,999.8369011213049,0.0,At Risk Customers
1480,52,Female,India,92371,80,24,56.29,5,0,1350.96,2478.8256880733948,2.0,New / Low Engagement
1481,48,Female,India,32600,96,36,37.7,11,0,1357.2,1131.9432860717266,3.0,Loyal Customers
1482,68,Female,USA,96943,37,17,51.05,3,1,867.8499999999999,2653.975535168196,2.0,New / Low Engagement
1483,25,Female,Germany,139754,34,15,52.9,2,0,793.5,3639.908256880734,0.0,At Risk Customers
1484,44,Male,Brazil,74339,24,30,43.81,12,1,1314.3000000000002,1004.816513761468,0.0,At Risk Customers
1485,54,Male,India,41109,59,36,42.78,13,0,1540.08,1086.8595624558927,1.0,Champions / Top Spenders
1486,20,Female,India,69873,9,6,34.25,0,1,205.5,1885.3211009174313,0.0,At Risk Customers
1487,63,Male,Germany,136239,71,45,68.61,15,0,3087.45,1888.348623853211,0.0,At Risk Customers
1488,63,Female,UK,152638,37,33,63.68,11,0,2101.44,1752.6605504587155,0.0,At Risk Customers
1489,28,Male,USA,43680,77,32,44.5,10,0,1424.0,1306.4220183486239,0.0,At Risk Customers
1490,56,Female,UK,173718,45,31,67.68,8,0,2098.0800000000004,2406.05504587156,1.0,Champions / Top Spenders
1491,38,Female,Canada,62075,17,7,43.37,1,0,303.59,2785.229357798165,0.0,At Risk Customers
1492,52,Male,India,40579,96,23,53.09,5,0,1221.0700000000002,2240.4954128440368,1.0,Champions / Top Spenders
1493,58,Male,India,49617,48,13,32.33,3,0,420.28999999999996,1285.2905198776755,3.0,Loyal Customers
1494,63,Male,India,48379,7,15,35.03,5,0,525.45,964.1284403669725,3.0,Loyal Customers
1495,45,Female,Canada,113727,38,20,59.18,6,0,1183.6,1809.7859327217127,0.0,At Risk Customers
1496,52,Female,USA,143634,89,35,59.05,8,0,2066.75,2370.126146788991,3.0,Loyal Customers
1497,32,Female,France,76211,67,17,56.17,2,0,954.89,4380.229357798165,0.0,At Risk Customers
1498,62,Male,UK,86422,72,24,59.51,5,0,1428.24,2620.6238532110087,0.0,At Risk Customers
1499,45,Male,France,28459,97,31,39.5,10,0,1224.5,1123.394495412844,1.0,Champions / Top Spenders
1500,64,Female,India,92706,21,6,45.8,0,0,274.79999999999995,2521.100917431192,3.0,Loyal Customers
1501,27,Male,France,35686,96,14,42.08,1,0,589.12,5404.770642201835,3.0,Loyal Customers
1502,54,Male,Brazil,34932,59,16,36.55,3,0,584.8,1788.379204892966,2.0,New / Low Engagement
1503,32,Female,USA,114111,40,9,50.2,0,0,451.8,4144.954128440367,0.0,At Risk Customers
1504,28,Female,India,67845,100,34,49.76,9,0,1691.84,1724.6075433231397,0.0,At Risk Customers
1505,38,Male,Australia,114703,98,36,62.07,10,0,2234.52,2050.0183486238534,2.0,New / Low Engagement
1506,64,Female,Canada,146439,11,33,51.42,11,0,1696.8600000000001,1415.229357798165,0.0,At Risk Customers
1507,43,Male,Canada,107227,97,21,62.71,3,0,1316.91,4027.247706422019,3.0,Loyal Customers
1508,47,Male,Germany,71402,38,25,33.4,9,0,835.0,851.1722731906218,0.0,At Risk Customers
1509,62,Female,India,34130,64,27,40.84,9,0,1102.68,1124.0366972477066,3.0,Loyal Customers
1510,45,Female,USA,109099,34,23,42.73,7,0,982.79,1288.0602883355175,0.0,At Risk Customers
1511,45,Female,South Africa,54460,9,33,39.2,14,0,1293.6000000000001,847.7064220183487,3.0,Loyal Customers
1512,39,Male,India,55137,70,18,51.66,4,0,929.8799999999999,2132.752293577981,1.0,Champions / Top Spenders
1513,35,Male,Brazil,25079,59,11,33.36,1,1,366.96,3366.605504587156,2.0,New / Low Engagement
1514,42,Female,India,62283,78,32,56.13,11,0,1796.16,1498.048373644704,2.0,New / Low Engagement
1515,69,Male,Germany,175837,15,18,51.78,4,0,932.04,2137.7064220183483,3.0,Loyal Customers
1516,42,Male,Germany,59771,67,13,48.22,1,0,626.86,5751.0091743119265,3.0,Loyal Customers
1517,53,Male,India,69439,42,17,43.85,4,0,745.45,1709.7477064220184,1.0,Champions / Top Spenders
1518,44,Male,Brazil,26939,3,14,24.74,5,0,346.35999999999996,635.5229357798164,0.0,At Risk Customers
1519,52,Male,USA,65714,23,38,41.49,15,0,1576.6200000000001,964.2935779816514,0.0,At Risk Customers
1520,24,Female,Germany,107992,91,23,59.31,5,0,1364.13,2502.990825688073,0.0,At Risk Customers
1521,57,Male,USA,104520,81,42,62.99,14,0,2645.58,1733.6697247706422,1.0,Champions / Top Spenders
1522,30,Female,France,78981,36,11,42.16,1,0,463.76,4254.678899082569,3.0,Loyal Customers
1523,43,Female,USA,131170,12,18,40.76,5,0,733.68,1346.2018348623853,3.0,Loyal Customers
1524,69,Female,Brazil,38823,20,24,35.36,9,0,848.64,865.0764525993883,1.0,Champions / Top Spenders
1525,31,Male,USA,90431,4,9,37.18,2,0,334.62,1534.954128440367,3.0,Loyal Customers
1526,64,Female,USA,111435,33,16,53.12,3,0,849.92,2599.14373088685,2.0,New / Low Engagement
1527,23,Male,USA,145799,100,29,62.74,5,0,1819.46,3338.4587155963304,0.0,At Risk Customers
1528,36,Female,Germany,95603,96,21,61.84,3,0,1298.64,3971.376146788991,3.0,Loyal Customers
1529,33,Male,Brazil,75039,22,24,44.91,9,0,1077.84,1098.715596330275,0.0,At Risk Customers
1530,68,Male,South Africa,83102,92,40,53.06,12,0,2122.4,1622.6299694189604,3.0,Loyal Customers
1531,43,Female,Brazil,49552,94,13,46.02,0,0,598.26,5488.623853211009,0.0,At Risk Customers
1532,64,Female,Canada,85296,22,28,36.0,10,1,1008.0,924.7706422018348,2.0,New / Low Engagement
1533,50,Male,UK,102594,46,16,40.79,2,0,652.64,2993.761467889908,0.0,At Risk Customers
1534,52,Male,Germany,93004,85,31,60.48,9,0,1874.8799999999999,1911.1926605504586,3.0,Loyal Customers
1535,23,Female,Japan,68900,52,15,38.89,2,0,583.35,2675.917431192661,3.0,Loyal Customers
1536,22,Male,UK,146677,36,16,53.61,3,1,857.76,2623.1192660550455,0.0,At Risk Customers
1537,32,Female,Brazil,61632,75,28,41.78,8,0,1169.8400000000001,1341.5596330275232,3.0,Loyal Customers
1538,28,Male,South Africa,34272,42,26,25.33,9,0,658.5799999999999,671.3353720693169,2.0,New / Low Engagement
1539,41,Male,USA,130175,23,38,60.34,14,0,2292.92,1502.56880733945,1.0,Champions / Top Spenders
1540,53,Female,South Africa,35132,48,8,45.43,0,0,363.44,3334.3119266055046,0.0,At Risk Customers
1541,51,Female,Brazil,82720,76,41,47.17,14,0,1933.97,1267.3460026212322,0.0,At Risk Customers
1542,50,Female,India,49360,28,27,41.22,11,1,1112.94,928.2235195996664,0.0,At Risk Customers
1543,63,Female,Japan,129271,87,25,70.06,5,0,1751.5,3213.7614678899085,0.0,At Risk Customers
1544,54,Female,India,84230,72,33,46.44,11,0,1532.52,1278.1651376146788,0.0,At Risk Customers
1545,25,Female,USA,53651,93,24,49.42,6,0,1186.08,1813.5779816513761,0.0,At Risk Customers
1546,65,Male,Canada,102723,97,36,58.01,11,0,2088.36,1741.7514595496245,3.0,Loyal Customers
1547,20,Male,Japan,63419,59,12,39.88,1,0,478.56000000000006,4390.458715596331,2.0,New / Low Engagement
1548,68,Male,Australia,123387,52,43,52.42,15,0,2254.06,1378.6299694189602,0.0,At Risk Customers
1549,66,Female,Canada,69612,68,24,51.96,7,0,1247.04,1634.3905635648753,3.0,Loyal Customers
1550,53,Female,India,45136,47,18,36.11,5,0,649.98,1192.6238532110092,3.0,Loyal Customers
1551,37,Male,Canada,65604,3,29,28.56,13,1,828.24,584.5024700070571,1.0,Champions / Top Spenders
1552,36,Female,France,47238,2,10,20.6,3,1,206.0,629.9694189602446,0.0,At Risk Customers
1553,70,Female,Australia,113090,74,34,49.34,11,0,1677.5600000000002,1399.1326105087574,0.0,At Risk Customers
1554,46,Male,Japan,95122,68,23,61.32,6,1,1410.36,2156.51376146789,0.0,At Risk Customers
1555,69,Female,Germany,149755,85,20,73.42,1,0,1468.4,13471.559633027524,1.0,Champions / Top Spenders
1556,59,Female,India,63975,15,10,35.94,2,1,359.4,1648.623853211009,0.0,At Risk Customers
1557,56,Male,USA,166106,65,29,70.76,8,0,2052.04,2353.256880733945,3.0,Loyal Customers
1558,22,Female,USA,101518,63,18,62.24,3,0,1120.32,3426.0550458715597,0.0,At Risk Customers
1559,67,Female,Germany,107930,38,39,45.83,14,0,1787.37,1171.277850589777,0.0,At Risk Customers
1560,43,Male,USA,84527,6,30,30.56,13,1,916.8,647.0007057163019,2.0,New / Low Engagement
1561,34,Female,Japan,70457,66,38,42.23,14,0,1604.7399999999998,1051.5989515072083,0.0,At Risk Customers
1562,34,Male,India,28286,90,39,41.17,13,0,1605.63,1133.119266055046,0.0,At Risk Customers
1563,39,Male,UK,60511,14,36,38.17,15,1,1374.1200000000001,840.4403669724771,2.0,New / Low Engagement
1564,44,Female,USA,140606,6,13,44.44,3,0,577.72,1766.7278287461772,0.0,At Risk Customers
1565,69,Male,Brazil,37902,74,37,51.56,14,0,1907.72,1250.1441677588468,0.0,At Risk Customers
1566,37,Female,Brazil,25169,71,26,45.81,9,0,1191.06,1214.1284403669724,0.0,At Risk Customers
1567,63,Male,France,31825,70,40,43.92,15,0,1756.8000000000002,1074.4954128440368,0.0,At Risk Customers
1568,54,Male,Australia,128072,14,32,41.27,11,1,1320.64,1101.4512093411179,3.0,Loyal Customers
1569,34,Female,Brazil,62637,50,21,39.37,7,0,826.77,1083.577981651376,3.0,Loyal Customers
1570,41,Male,South Africa,33092,96,18,55.74,4,0,1003.32,2301.1926605504586,3.0,Loyal Customers
1571,21,Male,Brazil,42438,97,15,46.82,1,0,702.3,6443.119266055045,3.0,Loyal Customers
1572,29,Male,Brazil,34481,98,12,51.18,0,1,614.16,5634.495412844037,1.0,Champions / Top Spenders
1573,51,Female,Germany,48188,20,7,43.31,2,1,303.17,1390.6880733944954,2.0,New / Low Engagement
1574,64,Male,USA,116385,90,23,58.81,4,0,1352.63,3102.362385321101,0.0,At Risk Customers
1575,42,Male,France,75438,53,28,36.76,10,0,1029.28,944.2935779816512,1.0,Champions / Top Spenders
1576,31,Male,UK,57352,44,10,32.49,1,0,324.90000000000003,2980.7339449541287,3.0,Loyal Customers
1577,43,Male,Germany,55674,17,19,44.11,7,0,838.09,1098.4141546526869,3.0,Loyal Customers
1578,47,Male,USA,166630,24,20,49.14,4,0,982.8,2254.1284403669724,3.0,Loyal Customers
1579,24,Female,Japan,134295,22,21,55.51,6,0,1165.71,1782.4311926605503,0.0,At Risk Customers
1580,34,Female,India,63581,52,26,49.23,9,0,1279.98,1304.7706422018348,1.0,Champions / Top Spenders
1581,54,Female,Australia,107263,28,9,45.24,0,0,407.16,3735.4128440366976,1.0,Champions / Top Spenders
1582,52,Female,Brazil,56265,68,10,53.71,0,1,537.1,4927.522935779817,3.0,Loyal Customers
1583,18,Male,USA,131541,96,17,68.45,0,0,1163.65,10675.688073394496,1.0,Champions / Top Spenders
1584,49,Male,Germany,87799,61,10,55.04,0,0,550.4,5049.541284403669,2.0,New / Low Engagement
1585,43,Male,India,43407,6,13,37.92,5,0,492.96000000000004,904.51376146789,3.0,Loyal Customers
1586,38,Female,Brazil,64664,76,18,41.28,3,0,743.04,2272.2935779816517,0.0,At Risk Customers
1587,60,Female,Germany,136694,25,26,48.16,8,1,1252.1599999999999,1435.9633027522934,2.0,New / Low Engagement
1588,60,Male,Australia,67005,58,26,46.73,9,0,1214.98,1238.511722731906,0.0,At Risk Customers
1589,36,Male,Germany,63381,17,29,45.34,12,0,1314.8600000000001,1005.2446483180429,3.0,Loyal Customers
1590,38,Female,UK,95169,25,19,36.73,6,0,697.8699999999999,1067.079510703364,3.0,Loyal Customers
1591,26,Male,Australia,146388,71,19,73.29,1,0,1392.5100000000002,12775.321100917434,3.0,Loyal Customers
1592,25,Male,Australia,60965,12,13,35.67,4,0,463.71000000000004,1063.5550458715597,1.0,Champions / Top Spenders
1593,18,Female,India,36460,47,8,37.33,0,1,298.64,2739.816513761468,1.0,Champions / Top Spenders
1594,63,Male,USA,131407,6,10,52.03,1,1,520.3,4773.394495412844,3.0,Loyal Customers
1595,69,Female,South Africa,25636,42,26,31.84,9,0,827.84,843.8735983690112,3.0,Loyal Customers
1596,23,Female,Australia,102594,79,14,65.51,1,1,917.1400000000001,8414.128440366974,3.0,Loyal Customers
1597,66,Male,UK,56814,12,20,35.59,7,0,711.8000000000001,932.8964613368285,3.0,Loyal Customers
1598,61,Female,Germany,53251,98,13,52.62,1,0,684.06,6275.779816513761,3.0,Loyal Customers
1599,32,Female,France,63606,4,18,30.49,8,1,548.8199999999999,629.380733944954,3.0,Loyal Customers
1600,27,Male,Australia,123922,64,15,52.98,2,0,794.6999999999999,3645.412844036697,2.0,New / Low Engagement
1601,69,Male,India,41287,81,24,36.0,6,0,864.0,1321.1009174311926,1.0,Champions / Top Spenders
1602,21,Female,India,36783,1,10,27.6,3,0,276.0,844.0366972477066,0.0,At Risk Customers
1603,51,Male,India,29534,64,31,35.27,11,0,1093.3700000000001,911.9015846538783,0.0,At Risk Customers
1604,59,Female,South Africa,27643,55,27,35.77,10,0,965.7900000000001,886.0458715596332,0.0,At Risk Customers
1605,69,Female,USA,60134,8,36,36.85,15,0,1326.6000000000001,811.3761467889908,0.0,At Risk Customers
1606,44,Female,USA,95632,38,34,45.55,12,0,1548.6999999999998,1184.021406727829,3.0,Loyal Customers
1607,64,Male,Germany,60106,28,23,32.45,8,1,746.35,855.9059633027523,0.0,At Risk Customers
1608,34,Female,Brazil,50840,73,27,51.71,8,0,1396.17,1601.112385321101,0.0,At Risk Customers
1609,55,Female,India,66642,100,28,44.59,7,0,1248.52,1636.330275229358,0.0,At Risk Customers
1610,61,Male,Germany,72558,60,39,36.66,15,0,1429.7399999999998,874.4587155963302,3.0,Loyal Customers
1611,21,Female,Germany,108482,77,21,48.65,3,0,1021.65,3124.3119266055046,1.0,Champions / Top Spenders
1612,18,Male,Brazil,51386,48,6,46.35,0,1,278.1,2551.3761467889913,0.0,At Risk Customers
1613,33,Male,Brazil,38081,61,34,35.25,13,0,1198.5,845.8009880028229,1.0,Champions / Top Spenders
1614,29,Female,France,75684,62,11,42.33,1,0,465.63,4271.834862385321,3.0,Loyal Customers
1615,26,Female,UK,75829,65,13,51.72,1,0,672.36,6168.440366972477,3.0,Loyal Customers
1616,40,Female,UK,69576,63,20,38.72,4,0,774.4,1776.1467889908256,1.0,Champions / Top Spenders
1617,54,Male,USA,87282,45,10,49.23,0,1,492.29999999999995,4516.51376146789,0.0,At Risk Customers
1618,32,Female,India,40265,88,33,42.0,11,0,1386.0,1155.9633027522937,1.0,Champions / Top Spenders
1619,51,Female,France,54214,10,10,24.96,2,0,249.60000000000002,1144.9541284403672,0.0,At Risk Customers
1620,65,Female,USA,96477,97,25,57.83,5,0,1445.75,2652.7522935779816,3.0,Loyal Customers
1621,35,Male,Germany,112928,32,18,42.58,5,0,766.4399999999999,1406.3119266055046,3.0,Loyal Customers
1622,57,Male,India,41605,4,17,30.22,8,0,513.74,589.151376146789,0.0,At Risk Customers
1623,37,Male,Brazil,64633,94,36,46.0,11,0,1656.0,1381.1509591326108,1.0,Champions / Top Spenders
1624,29,Male,Brazil,23388,9,5,18.78,2,1,93.9,430.73394495412845,0.0,At Risk Customers
1625,59,Male,Germany,90546,8,27,46.33,10,0,1250.9099999999999,1147.6238532110092,3.0,Loyal Customers
1626,28,Male,USA,114512,88,13,69.67,0,0,905.71,8309.266055045871,0.0,At Risk Customers
1627,61,Female,India,76756,6,31,37.56,14,0,1164.3600000000001,763.0144167758848,3.0,Loyal Customers
1628,62,Male,Germany,141031,66,20,68.49,2,0,1369.8,6283.48623853211,2.0,New / Low Engagement
1629,36,Male,UK,40909,62,17,30.63,4,0,520.71,1194.2889908256882,0.0,At Risk Customers
1630,59,Male,India,95204,49,32,47.57,12,0,1522.24,1163.7920489296635,3.0,Loyal Customers
1631,32,Female,UK,110819,8,12,40.93,2,0,491.15999999999997,2253.02752293578,2.0,New / Low Engagement
1632,66,Male,India,36462,25,27,33.95,10,0,916.6500000000001,840.9633027522938,1.0,Champions / Top Spenders
1633,69,Female,Brazil,24336,10,3,25.68,0,1,77.03999999999999,706.788990825688,0.0,At Risk Customers
1634,48,Female,Japan,172724,45,41,56.23,14,0,2305.43,1510.7667103538663,3.0,Loyal Customers
1635,30,Female,Japan,117686,70,15,64.58,0,0,968.6999999999999,8887.155963302752,0.0,At Risk Customers
1636,56,Male,France,65139,62,35,38.49,12,0,1347.15,1029.9311926605506,3.0,Loyal Customers
1637,55,Male,USA,71848,12,28,29.71,12,0,831.88,635.993883792049,2.0,New / Low Engagement
1638,53,Male,Canada,152494,98,22,63.59,2,0,1398.98,6417.339449541285,3.0,Loyal Customers
1639,27,Female,Japan,114036,48,17,54.2,2,0,921.4000000000001,4226.605504587156,0.0,At Risk Customers
1640,64,Male,Australia,85053,100,31,64.88,8,0,2011.2799999999997,2306.5137614678897,1.0,Champions / Top Spenders
1641,19,Female,Australia,91696,36,11,37.69,1,0,414.59,3803.577981651376,1.0,Champions / Top Spenders
1642,37,Female,Brazil,47540,32,7,30.79,1,0,215.53,1977.3394495412845,0.0,At Risk Customers
1643,66,Female,UK,179494,41,32,68.04,9,0,2177.28,2219.449541284404,2.0,New / Low Engagement
